0	[31, 82, 137, 143, 165, 166]
1	[9, 70, 97, 104, 205]
2	[18, 125, 138, 151]
3	[13, 41, 104, 112]
4	[42, 53, 59, 60, 91]
5	[20, 44, 51, 80, 107]
6	[73, 106, 121, 128, 129]
7	[74, 127, 143, 164, 206]
8	[5, 8, 24, 76, 115, 122]
9	[22, 48, 63, 65, 82]
10	[1, 115, 126, 199]
11	[35, 143, 152]
12	[14, 22, 121, 210]
13	[24, 131, 219, 222]
14	[61, 94, 101, 115, 146]
15	[47, 62, 87, 107, 166]
16	[10, 57, 86, 122, 197]
17	[51, 148, 163, 188]
18	[12, 57, 66, 110, 121]
19	[39, 50, 100, 212]
20	[17, 57, 79, 140, 213]
21	[49, 68, 134, 149, 223]
22	[33, 59, 118, 131]
23	[11, 66, 72, 111, 171]
24	[7, 36, 78, 84, 103]
25	[5, 21, 23, 40, 89, 133]
26	[4, 47, 67, 109]
27	[5, 13, 76, 108, 150, 151]
28	[0, 54, 123, 138, 182]
29	[12, 32, 69, 110, 111]
30	[15, 65, 90, 107]
31	[12, 41, 76, 87]
32	[25, 115, 171, 201]
33	[1, 26, 36, 54, 105]
34	[6, 18, 99, 103, 140]
35	[18, 46, 93, 128]
36	[20, 57, 81, 84, 140]
37	[2, 40, 58, 88]
38	[33, 46, 47, 50, 102]
39	[59, 71, 111, 184]
40	[51, 57, 63, 153, 177]
41	[0, 65, 77, 214, 222]
42	[74, 81, 89, 132, 137]
43	[17, 21, 27, 107, 164]
44	[89, 111, 143, 160, 172]
45	[159, 165, 192, 195]
46	[44, 174, 189, 193, 198]
47	[10, 26, 74, 118]
48	[4, 9, 13]
49	[48, 110, 153, 171, 211]
50	[34, 45, 178, 202, 210]
51	[76, 86, 93, 165, 189]
52	[11, 24, 97, 116, 141]
53	[43, 75, 84, 151]
54	[62, 124, 134, 166, 169]
55	[21, 73, 77, 91, 178]
56	[12, 22, 76, 102]
57	[41, 85, 97, 121, 137]
58	[68, 100, 120, 121]
59	[43, 45, 52, 115]
60	[11, 64, 78, 105]
61	[6, 19, 49, 103, 122]
62	[4, 40, 88, 92]
63	[9, 40, 68, 117]
64	[31, 37, 50, 92, 160]
65	[97, 111, 119, 126]
66	[50, 88, 113, 183]
67	[5, 13, 43, 74, 75, 79]
68	[18, 43, 92, 119, 167]
69	[4, 33, 63, 103, 194]
70	[35, 44, 47, 56, 132]
71	[5, 62, 106, 165, 190, 193]
72	[17, 19, 78, 80]
73	[24, 27, 69, 75, 101]
74	[20, 96, 171, 208, 212]
75	[3, 97, 102]
76	[2, 79, 104, 122]
77	[76, 90, 114, 140, 149]
78	[28, 52, 136, 141, 170]
79	[2, 27, 71, 87, 129, 182]
80	[71, 73, 76, 191, 211]
81	[56, 73, 110, 127]
82	[55, 56, 120, 162, 221]
83	[17, 93, 151, 183]
84	[14, 40, 90, 133, 138]
85	[3, 4, 7, 34, 60]
86	[25, 51, 70, 77, 92]
87	[27, 57, 111, 223, 226]
88	[15, 44, 66, 78, 154]
89	[91, 99, 120, 136, 137]
90	[11, 15, 35, 60, 95, 138]
91	[54, 73, 106, 160, 172]
92	[2, 94, 147, 157]
93	[79, 117, 132, 168]
94	[35, 48, 81, 103]
95	[108, 128, 131, 192]
96	[10, 40, 60, 68]
97	[39, 54, 91, 92]
98	[64, 82, 96, 107]
99	[2, 112, 117, 135]
100	[34, 39, 118, 129, 132]
101	[27, 48, 57, 92, 115]
102	[53, 115, 136, 147, 178]
103	[9, 23, 28, 58, 88]
104	[98, 101, 149, 168, 169]
105	[11, 17, 23, 71, 74]
106	[167, 170, 211, 214]
107	[11, 24, 71, 166, 191]
108	[7, 17, 21, 91, 102]
109	[6, 78, 136, 173, 198]
110	[42, 73, 91, 110, 130]
111	[100, 122, 128, 142]
112	[11, 44, 72, 75]
113	[14, 26, 40, 83, 110]
114	[54, 84, 119]
115	[14, 46, 64, 81, 213]
116	[12, 57, 139, 167]
117	[106, 166, 167, 168, 172]
118	[10, 11, 29, 50, 56]
119	[86, 89, 162, 163]
120	[24, 30, 31, 40, 136]
121	[25, 48, 77, 133, 164]
122	[39, 93, 129, 165]
123	[43, 127, 130, 145]
124	[40, 50, 115, 117]
125	[35, 44, 54, 104]
126	[3, 14, 46, 216]
127	[46, 95, 128, 153, 186]
128	[36, 68, 116, 117, 160]
129	[29, 57, 116, 118, 157]
130	[8, 24, 87, 103]
131	[41, 54, 162, 202, 222]
132	[58, 62, 70, 90, 160]
133	[22, 24, 42, 54, 134]
134	[60, 98, 111, 151, 170, 198]
135	[61, 73, 78, 106, 111]
136	[44, 56, 94, 99, 167]
137	[1, 75, 76, 130, 155]
138	[34, 44, 75, 133]
139	[30, 92, 122, 125]
140	[7, 8, 41, 64, 89]
141	[41, 142, 199, 210, 212, 219]
142	[13, 16, 30, 64, 168, 206]
143	[20, 25, 65, 81]
144	[7, 68, 79, 109]
145	[65, 82, 93, 94, 100]
146	[13, 21, 43, 52, 65]
147	[45, 58, 77, 92]
148	[57, 82, 157, 162]
149	[0, 28, 81, 124, 140, 216]
150	[16, 20, 64, 166, 173]
151	[46, 65, 73, 90, 134]
152	[5, 30, 37, 119]
153	[11, 32, 71, 89]
154	[13, 30, 31, 113, 168]
155	[6, 15, 45, 80, 202, 208]
156	[12, 21, 32, 68, 185]
157	[16, 54, 186, 192, 200]
158	[58, 63, 80, 119, 132]
159	[15, 55, 86, 117]
160	[43, 138, 161, 174, 212]
161	[40, 42, 46, 76]
162	[21, 86, 89, 131, 162, 169]
163	[40, 67, 73, 91, 181]
164	[3, 83, 85, 116, 167]
165	[95, 107, 118, 182, 209]
166	[4, 14, 50, 70, 152]
167	[23, 84, 87, 92]
168	[19, 34, 52, 60]
169	[84, 102, 139, 170]
170	[42, 57, 64, 130, 145]
171	[25, 67, 68, 90]
172	[58, 105, 150, 159]
173	[21, 36, 77, 104, 219]
174	[7, 27, 71, 91, 93]
175	[40, 52, 59, 66, 199]
176	[61, 127, 129, 183, 188]
177	[43, 77, 100, 193, 205, 212]
178	[2, 4, 38, 40, 80]
179	[14, 16, 100, 152]
180	[30, 38, 99, 124, 157]
181	[12, 80, 119, 135, 141]
182	[10, 36, 37, 76, 84]
183	[55, 64, 67, 119, 131]
184	[40, 56, 81, 104, 131]
185	[100, 106, 114, 161, 174]
186	[31, 34, 43, 138]
187	[5, 129, 171, 174, 185, 226]
188	[2, 35, 37, 98, 114]
189	[8, 11, 12, 105, 119]
190	[64, 113, 115, 141]
191	[12, 56, 61, 83, 130]
192	[21, 53, 74, 220]
193	[59, 73, 79, 108, 190]
194	[18, 36, 43, 59]
195	[11, 34, 96, 158, 189, 191]
196	[11, 90, 135, 140]
197	[52, 53, 79, 115, 119]
198	[11, 96, 154, 172]
199	[39, 108, 109, 139]
200	[61, 118, 128, 137, 164]
201	[8, 12, 20, 35, 44]
202	[14, 17, 58, 62, 63]
203	[0, 90, 122, 176]
204	[64, 89, 121, 165, 182]
205	[6, 14, 67, 72, 129]
206	[94, 108, 131, 183]
207	[26, 71, 105, 124]
208	[60, 79, 83, 100, 108]
209	[59, 99, 120, 128, 171]
210	[9, 15, 107, 151, 158]
211	[46, 77, 93, 97]
212	[12, 79, 130, 131]
213	[65, 76, 111, 129, 152]
214	[87, 101, 136, 162]
215	[45, 55, 57, 73, 171]
216	[40, 43, 51, 64]
217	[6, 56, 63, 84, 149]
218	[4, 36, 91, 108]
219	[99, 119, 171, 205]
220	[27, 52, 62, 104]
221	[25, 42, 113, 117, 151]
222	[64, 119, 153, 186]
223	[33, 49, 73, 106]
224	[6, 28, 44, 73, 109]
225	[2, 51, 106, 145]
226	[5, 15, 52, 85]
227	[49, 90, 102, 155, 167, 225]
228	[96, 105, 129, 149, 181]
229	[18, 60, 191]
230	[60, 84, 138, 197, 202]
231	[35, 53, 69]
232	[13, 27, 46, 140, 168]
233	[45, 65, 88, 108, 120, 168]
234	[7, 17, 144, 190, 210]
235	[19, 34, 63, 107]
236	[8, 48, 99, 129, 165]
237	[24, 49, 80, 83, 85]
238	[15, 19, 60, 73]
239	[0, 53, 77, 132, 166]
240	[18, 87, 100, 106, 116]
241	[32, 71, 192]
242	[68, 80, 85, 108, 124]
243	[17, 49, 135, 147]
244	[14, 17, 44, 67, 68]
245	[72, 96, 131, 139]
246	[76, 90, 109, 114]
247	[30, 112, 146, 171]
248	[38, 45, 77, 151]
249	[20, 72, 84, 138, 140, 171]
250	[1, 23, 24, 42]
251	[25, 87, 123, 179]
252	[23, 47, 61, 75, 121]
253	[6, 7, 91, 184, 199, 222]
254	[13, 16, 20, 37, 57]
255	[12, 55, 73, 159, 165]
256	[42, 99, 143, 177, 186]
257	[57, 99, 138, 154, 161, 192]
258	[30, 60, 86]
259	[64, 106, 112, 118]
260	[44, 55, 79, 82]
261	[51, 67, 100, 130]
262	[5, 24, 148, 194, 219]
263	[16, 62, 82, 99, 124]
264	[12, 16, 19, 46, 59]
265	[20, 41, 44, 122]
266	[62, 97, 105, 140, 159, 192]
267	[13, 52, 62, 73]
268	[14, 69, 124, 168, 202]
269	[29, 91, 97, 101, 109]
270	[12, 47, 136, 170, 177]
271	[23, 38, 43, 70]
272	[62, 121, 126, 187, 194]
273	[1, 41, 112, 143, 144, 154]
274	[16, 25, 39, 97]
275	[37, 75, 97, 110, 155]
276	[17, 27, 61, 74, 84]
277	[6, 33, 140, 154]
278	[34, 98, 178, 207]
279	[11, 43, 51, 156, 208]
280	[19, 37, 61, 67, 68, 166]
281	[25, 65, 90, 203]
282	[3, 20, 114, 124]
283	[26, 60, 69, 85, 138]
284	[43, 52, 65, 79, 157, 201]
285	[59, 69, 86, 112]
286	[19, 29, 66, 96]
