公司名称;股票代码;营业总收入(万元)
上海复星医药(集团)股份有限公司;600196.SH;1,853,355.54
浙江康恩贝制药股份有限公司;600572.SH;529,396.68
西安国际医学投资股份有限公司;000516.SZ;405,950.08
广州市香雪制药股份有限公司;300147.SZ;218,731.74
中山大学达安基因股份有限公司;002030.SZ;154,242.93
安徽乐金健康科技股份有限公司;300247.SZ;121,758.99
珠海和佳医疗设备股份有限公司;300273.SZ;111,181.19
安徽安科生物工程(集团)股份有限公司;300009.SZ;109,626.83
北海银河生物产业投资股份有限公司;000806.SZ;104,571.60
上海海欣集团股份有限公司;600851.SH;100,043.68
中珠医疗控股股份有限公司;600568.SH;98,102.38
创新医疗管理股份有限公司;002173.SZ;90,514.24
中源协和细胞基因工程股份有限公司;600645.SH;87,091.35
上海开能环保设备股份有限公司;300272.SZ;70,750.16
上海姚记扑克股份有限公司;002605.SZ;66,263.48
北京北陆药业股份有限公司;300016.SZ;52,253.81
冠昊生物科技股份有限公司;300238.SZ;45,036.70
南华生物医药股份有限公司;000504.SZ;6,739.30
