公司名称;股票代码;营业总收入(万元)
山东新华医疗器械股份有限公司;600587.SH;998,324.62
爱尔眼科医院集团股份有限公司;300015.SZ;596,284.56
乐普(北京)医疗器械股份有限公司;300003.SZ;453,764.27
西安国际医学投资股份有限公司;000516.SZ;405,950.08
贵州益佰制药股份有限公司;600594.SH;380,766.18
江苏鱼跃医疗设备股份有限公司;002223.SZ;354,156.27
恒康医疗集团股份有限公司;002219.SZ;339,932.41
金陵药业股份有限公司;000919.SZ;319,181.19
马应龙药业集团股份有限公司;600993.SH;175,059.24
通策医疗投资股份有限公司;600763.SH;117,972.78
上海悦心健康集团股份有限公司;002162.SZ;90,021.97
广东宝莱特医用科技股份有限公司;300246.SZ;71,147.29
天津九安医疗电子股份有限公司;002432.SZ;59,791.89
中基健康产业股份有限公司;000972.SZ;51,771.06
