公司名称;股票代码;营业总收入(万元)
康美药业股份有限公司;600518.SH;2,647,697.10
广州白云山医药集团股份有限公司;600332.SH;2,095,422.52
上海复星医药(集团)股份有限公司;600196.SH;1,853,355.54
人福医药集团股份公司;600079.SH;1,544,568.41
江河创建集团股份有限公司;601886.SH;1,529,657.25
贵州信邦制药股份有限公司;002390.SZ;600,247.10
爱尔眼科医院集团股份有限公司;300015.SZ;596,284.56
诚志股份有限公司;000990.SZ;569,472.53
江苏澳洋科技股份有限公司;002172.SZ;536,649.03
西安国际医学投资股份有限公司;000516.SZ;405,950.08
北京华业资本控股股份有限公司;600240.SH;386,170.95
贵州益佰制药股份有限公司;600594.SH;380,766.18
江苏常宝钢管股份有限公司;002478.SZ;349,440.63
恒康医疗集团股份有限公司;002219.SZ;339,932.41
亚宝药业集团股份有限公司;600351.SH;255,851.46
北大医药股份有限公司;000788.SZ;214,591.81
宜华健康医疗股份有限公司;000150.SZ;211,617.32
马应龙药业集团股份有限公司;600993.SH;175,059.24
江苏凤凰置业投资股份有限公司;600716.SH;134,311.23
通策医疗投资股份有限公司;600763.SH;117,972.78
百大集团股份有限公司;600865.SH;95,607.08
创新医疗管理股份有限公司;002173.SZ;90,514.24
内蒙古福瑞医疗科技股份有限公司;300049.SZ;84,967.50
中福海峡(平潭)发展股份有限公司;000592.SZ;84,838.77
浙江济民制药股份有限公司;603222.SH;60,289.87
贵阳朗玛信息技术股份有限公司;300288.SZ;41,175.83
广东星普医学科技股份有限公司;300143.SZ;32,922.96
湖南发展集团股份有限公司;000722.SZ;24,448.77
绿景控股股份有限公司;000502.SZ;2,206.13
