公司名称;股票代码;营业总收入(万元)
山东新华医疗器械股份有限公司;600587.SH;998,324.62
东华软件股份公司;002065.SZ;729,012.85
东软集团股份有限公司;600718.SH;713,113.47
用友网络科技股份有限公司;600588.SH;634,365.85
江苏鱼跃医疗设备股份有限公司;002223.SZ;354,156.27
万达信息股份有限公司;300168.SZ;241,548.26
宜华健康医疗股份有限公司;000150.SZ;211,617.32
银江股份有限公司;300020.SZ;194,222.12
上海东富龙科技股份有限公司;300171.SZ;172,487.92
卫宁健康科技集团股份有限公司;300253.SZ;120,375.63
上海延华智能科技(集团)股份有限公司;002178.SZ;119,099.20
珠海和佳医疗设备股份有限公司;300273.SZ;111,181.19
天津九安医疗电子股份有限公司;002432.SZ;59,791.89
贵阳朗玛信息技术股份有限公司;300288.SZ;41,175.83
浙江和仁科技股份有限公司;300550.SZ;27,625.79
苏州麦迪斯顿医疗科技股份有限公司;603990.SH;26,868.01
海虹企业(控股)股份有限公司;000503.SZ;18,399.37
