公司名称;股票代码;营业总收入(万元)
上海医药集团股份有限公司;601607.SH;13,084,718.19
国药集团药业股份有限公司;600511.SH;3,628,474.63
中国医药健康产业股份有限公司;600056.SH;3,010,233.86
康美药业股份有限公司;600518.SH;2,647,697.10
深圳市海王生物工程股份有限公司;000078.SZ;2,493,963.77
四川蓝光发展股份有限公司;600466.SH;2,455,303.46
天津泰达股份有限公司;000652.SZ;1,902,344.80
上海复星医药(集团)股份有限公司;600196.SH;1,853,355.54
华润三九医药股份有限公司;000999.SZ;1,111,991.64
浙江海正药业股份有限公司;600267.SH;1,057,152.67
重庆太极实业(集团)股份有限公司;600129.SH;873,452.30
丽珠医药集团股份有限公司;000513.SZ;853,096.86
哈药集团人民同泰医药股份有限公司;600829.SH;800,888.10
华润双鹤药业股份有限公司;600062.SH;642,184.68
东北制药集团股份有限公司;000597.SZ;567,635.16
普洛药业股份有限公司;000739.SZ;555,176.31
上海龙头(集团)股份有限公司;600630.SH;442,191.04
石家庄以岭药业股份有限公司;002603.SZ;408,126.67
中牧实业股份有限公司;600195.SH;406,972.93
健民药业集团股份有限公司;600976.SH;271,150.28
山东鲁抗医药股份有限公司;600789.SH;259,928.89
亚宝药业集团股份有限公司;600351.SH;255,851.46
华兰生物工程股份有限公司;002007.SZ;236,817.66
浙江海翔药业股份有限公司;002099.SZ;230,892.22
广州市香雪制药股份有限公司;300147.SZ;218,731.74
上海莱士血液制品股份有限公司;002252.SZ;192,774.84
金宇生物技术股份有限公司;600201.SH;190,101.03
北京天坛生物制品股份有限公司;600161.SH;176,516.97
上海科华生物工程股份有限公司;002022.SZ;159,411.62
中山大学达安基因股份有限公司;002030.SZ;154,242.93
